enqid,Contactid,ownerid,companyid,Enquiry No.,Job Status,industrycode,Industry,Office Country Code,Product,booked date,creation date,Flight date,Flight Year,Route code,Aircraft code,no of sectors,passengers,Total Flight Time (Dec),Total Distance (NMi),gross,Cost,Country,Round_trip
77,5391,102,2980,EN170483,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,4/19/2014,2014,LGW/CMF/LGW,B737-700,2,,2.84,818.08,10086.89015,231251.02,United Kingdom,1
77,5391,102,2980,EN170483,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,4/20/2014,2014,BRS/CMF/BRS,B737-700,2,,3.16,968.4,10086.89015,231251.02,United Kingdom,1
77,5391,102,2980,EN170483,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,4/20/2014,2014,LGW/CMF/LGW,B737-700,2,,2.84,818.08,10086.89015,231251.02,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/4/2014,2014,LGW/CMF/LGW,B737-300,2,148,3.5,818.08,13549.32952,318094.27,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/5/2014,2014,BRS/CMF/BRS,B737-300,2,148,3.75,968.4,13549.32952,318094.27,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/5/2014,2014,LGW/CMF/LGW,B737-300,2,148,3.59,818.08,13549.32952,318094.27,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/11/2014,2014,LGW/CMF/LGW,B737-300,2,148,3.5,818.08,13549.32952,318094.27,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/12/2014,2014,BRS/CMF/BRS,B737-300,2,148,3.75,968.4,13549.32952,318094.27,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/12/2014,2014,LGW/CMF/LGW,B737-300,2,148,3.59,818.08,13549.32952,318094.27,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/18/2014,2014,LGW/CMF/LGW,B737-300,2,148,3.59,818.08,13549.32952,318094.27,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/19/2014,2014,BRS/CMF/BRS,B737-300,2,148,3.75,968.4,13549.32952,318094.27,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/19/2014,2014,LGW/CMF/LGW,B737-300,2,148,3.59,818.08,13549.32952,318094.27,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/25/2014,2014,LGW/CMF/LGW,B737-300,2,148,3.5,818.08,13549.32952,318094.27,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/26/2014,2014,BRS/CMF/BRS,B737-300,2,148,3.75,968.4,13549.32952,318094.27,United Kingdom,1
78,5391,102,2980,EN170497,Invoiced,TOUR,Tour Operators,UK,Tour Ops,8/7/2013,8/7/2013,1/26/2014,2014,LGW/CMF/LGW,B737-300,2,148,3.59,818.08,13549.32952,318094.27,United Kingdom,1
79,3973,100,3359,EN170616,Invoiced,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,8/9/2013,8/9/2013,1/1/2014,2014,HAJ/BHX/HAJ,"A319,A320,B737-800",2,150,2.66,834.9,9148.25,334644.01,United Kingdom,1
79,3973,100,3359,EN170616,Invoiced,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,8/9/2013,8/9/2013,1/1/2014,2014,HAJ/BHX/HAJ,"A319,A320,B737-800",2,174,2.66,834.9,9148.25,334644.01,United Kingdom,1
79,3973,100,3359,EN170616,Invoiced,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,8/9/2013,8/9/2013,1/1/2014,2014,PAD/BHX/PAD,"A319,A320,B737-800",2,186,2.66,771.34,9148.25,334644.01,United Kingdom,1
80,3973,100,3359,EN170619,Closed,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,8/9/2013,8/9/2013,3/1/2014,2014,HAJ/BHX/HAJ,"A319,A320,B737-800",2,150,2.66,834.9,8530,396450.07,United Kingdom,1
80,3973,100,3359,EN170619,Closed,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,8/9/2013,8/9/2013,3/1/2014,2014,HAJ/BHX/HAJ,"A319,A320,B737-800",2,174,2.66,834.9,8530,396450.07,United Kingdom,1
80,3973,100,3359,EN170619,Closed,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,8/9/2013,8/9/2013,3/1/2014,2014,PAD/BHX/PAD,"A319,A320,B737-800",2,186,2.66,771.34,8530,396450.07,United Kingdom,1
81,5397,47,3874,EN170792,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,3/3/2014,8/13/2013,10/2/2014,2014,LEJ/CAG/LEJ,"A320,B737-400,B737-800",2,168,4.66,1483.88,6550.470765,161140.1218,Germany,1
81,5397,47,3874,EN170792,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,3/3/2014,8/13/2013,10/2/2014,2014,MUC/CAG/MUC,"A320,B737-400,B737-800",2,180,4,1117.46,6550.470765,161140.1218,Germany,1
81,5397,47,3874,EN170792,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,3/3/2014,8/13/2013,10/2/2014,2014,STR/CAG/STR,"A320,B737-400,B737-800",2,186,3.66,1131.98,6550.470765,161140.1218,Germany,1
82,3864,166,3981,EN170809,Closed,CAR,Car / Motor-related Co s,UK,CJ - Adhoc,10/15/2013,8/13/2013,2/14/2014,2014,STN/LGW/TXL/LGW,"A320-200,B757-200",3,168,3.91,1011.34,14925.81833,125498.54,United Kingdom,0
82,3864,166,3981,EN170809,Closed,CAR,Car / Motor-related Co s,UK,CJ - Adhoc,10/15/2013,8/13/2013,2/14/2014,2014,STN/MAN/TXL/MAN STN/MAN,"A320-200,B757-200",4,202,3.66,1126.4,14925.81833,125498.54,United Kingdom,0
83,3759,144,3030,EN170813,Closed,CONF,"Conference, Incentive, etc",AT,CJ - Adhoc,3/27/2014,8/13/2013,5/15/2014,2014,HAM/TIV,FK100,1,109,2.5,758.73,2767.948509,47029.21274,Austria,0
83,3759,144,3030,EN170813,Closed,CONF,"Conference, Incentive, etc",AT,CJ - Adhoc,3/27/2014,8/13/2013,5/18/2014,2014,TIV/HAM,FK100,1,108,2.33,758.73,2767.948509,47029.21274,Austria,0
84,5364,141,2907,EN170964,Closed,OPERATOR,Aircraft Operator,UK,ACMI,9/23/2013,8/15/2013,4/20/2014,2014,LIS/CPH/SFJ/CPH/BRU,A330-200,4,,14.16,5441.33,30678.17572,608722.8793,United Kingdom,0
85,4617,176,4191,EN171081,Closed,MEDIA,Media company,DE,CJ - Adhoc,9/18/2013,8/19/2013,2/4/2014,2014,FRA/AER/MUC,"A319,A320",2,150,7.5,2542.77,4434.569542,127044.702,Germany,0
85,4617,176,4191,EN171081,Closed,MEDIA,Media company,DE,CJ - Adhoc,9/18/2013,8/19/2013,2/24/2014,2014,AER/FRA,"A319,A320",1,180,3.92,1338.17,4434.569542,127044.702,Germany,0
86,5407,35,3317,EN171198,Closed,CONF,"Conference, Incentive, etc",DE,CJ - Adhoc,8/29/2013,8/21/2013,1/20/2014,2014,FRA/FNC/FRA,B737-800,2,186,8.58,3061.36,4910.773735,80050.18821,Germany,1
89,3817,27,4103,EN171347,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,11/20/2013,8/26/2013,8/25/2014,2014,CPH/CDG/CPH /CPH/CDG CPH/,B737-300,5,148,3.84,1082.48,,,France,0
91,3988,39,4144,EN171688,Closed,FINANCE,"Banks, Insurance companies etc",FR,CJ - Adhoc,9/18/2013,9/3/2013,1/21/2014,2014,CDG/PAD/CDG,B737-300,2,147,2.34,559.42,1951.484734,33001.2547,France,1
92,3820,178,3323,EN171783,Invoiced,PILGRIM,Pilgrims or religion related,FR,CJ - Adhoc,9/5/2013,9/5/2013,1/19/2014,2014,PAR/KRK/PAR,B737-3QC,2,147,4,1365.58,1456.294437,30798.82894,France,1
93,3820,178,3323,EN171785,Closed,PILGRIM,Pilgrims or religion related,FR,CJ - Adhoc,9/5/2013,9/5/2013,2/9/2014,2014,PAR/KRK/PAR,B737-3QC,2,147,4,1365.58,1346.02649,30405.62914,France,1
94,3820,178,3323,EN171786,Closed,PILGRIM,Pilgrims or religion related,FR,CJ - Adhoc,9/5/2013,9/5/2013,3/23/2014,2014,PAR/KRK/PAR,B737-3QC,2,147,4,1365.58,1277.053779,30814.91257,France,1
95,4186,27,3032,EN171804,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,11/22/2013,9/6/2013,1/20/2014,2014,CDG/LYS/MRS/SVQ/MRS/LYS/CDG,B737-800,6,189,5.91,1520.22,11089.47306,276998.7453,France,1
95,4186,27,3032,EN171804,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,11/22/2013,9/6/2013,1/20/2014,2014,CDG/SVQ/CDG/SVQ/CDG,B737-800,4,189,5,1573.76,11089.47306,276998.7453,France,1
95,4186,27,3032,EN171804,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,11/22/2013,9/6/2013,1/20/2014,2014,MAN/NTE/BOD/SVQ/BOD/NTE/MAN,B737-800,6,189,5.66,1293.52,11089.47306,276998.7453,France,1
95,4186,27,3032,EN171804,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,11/22/2013,9/6/2013,1/20/2014,2014,ORY/SVQ/ORY/SVQ/ORY,B737-800,4,189,4.67,1536.04,11089.47306,276998.7453,France,1
96,3971,32,2104,EN171882,Closed,MGMT,Managment Company P-91,UK,CJ - Adhoc,4/28/2014,9/9/2013,6/18/2014,2014,LGW/GRZ LGW/GRZ AMS/LGW CDG/LGW GRZ/LGW GRZ/LGW,B737-800,6,189,8.83,2644.32,16195.99882,150420.1681,United Kingdom,1
100,3803,47,2615,EN172193,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,11/14/2013,9/17/2013,4/27/2014,2014,FKB/PUF/FKB,BAE146-2,2,,3.66,957.36,3933.926344,38839.47127,Germany,1
104,3981,146,2935,EN172265,Closed,TOUR,Tour Operators,UK,CJ - Adhoc,9/25/2013,9/18/2013,2/15/2014,2014,MXP/LTN/SOF FCO/SOF/LTN,B737-400,4,170,6.83,2212.64,5941.228955,66562.28956,United Kingdom,0
105,3658,12,3236,EN172326,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,9/19/2013,9/19/2013,3/31/2014,2014,TLL/WAW/VNO/TLL,"CRJ900,E170",3,88,2.08,501.26,7442.834659,49657.33037,Germany,1
105,3658,12,3236,EN172326,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,9/19/2013,9/19/2013,4/2/2014,2014,TLL/CGN,"CRJ900,E170",1,76,2.33,789.58,7442.834659,49657.33037,Germany,0
106,5142,3,2862,EN172344,Invoiced,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,9/19/2013,9/19/2013,1/11/2014,2014,FDH/GOA/FCO/GOA,ATR72,3,70,2.5,432.28,786.281892,17565.87202,Italy,0
107,5142,3,2862,EN172345,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,9/19/2013,9/19/2013,2/22/2014,2014,GOA/NAP/GOA,E145,2,49,2.5,641.26,778.145696,17384.10596,Italy,1
107,5142,3,2862,EN172345,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,9/19/2013,9/19/2013,2/22/2014,2014,GOA/NAP/GOA,E145,2,70,3.5,641.26,778.145696,17384.10596,Italy,1
109,4658,196,2865,EN172372,Invoiced,OPERATOR,Aircraft Operator,DE,Other,9/20/2013,9/20/2013,1/5/2014,2014,TLS/ACE/TLS,A319,2,150,6,2274.18,451.693851,451.693851,Germany,1
110,5071,88,2326,EN172393,Closed,CAR,Car / Motor-related Co s,DE,CJ - Adhoc,11/15/2013,9/20/2013,1/14/2014,2014,DTW/LAS,B737-400,1,68,4.5,1515.26,2732.320136,68364.13493,Germany,0
111,5440,27,4052,EN172448,Closed,AGRICULTUR,Agriculture,FR,CJ - Adhoc,10/25/2013,9/23/2013,2/3/2014,2014,CFE/FMM STR/CFE,E145,2,,,620.47,1158.940397,21440.39735,France,1
111,5440,27,4052,EN172448,Closed,AGRICULTUR,Agriculture,FR,CJ - Adhoc,10/25/2013,9/23/2013,2/3/2014,2014,CFE/FMM/STR/CFE,E145,3,50,2.42,620.47,1158.940397,21440.39735,France,1
112,5441,39,2748,EN172460,Closed,CONF,"Conference, Incentive, etc",FR,CJ - Adhoc,1/16/2014,9/23/2013,3/28/2014,2014,CDG/ESU/CDG,B737-300,2,147,7,2385.52,9741.768392,60639.22797,France,1
138,6336,24,3625,EN172564,Closed,TOUR,Tour Operators,AT,CJ - Adhoc,1/21/2014,9/24/2013,8/29/2014,2014,LNZ/GDN/LNZ,"CL6RJ200LR,E145",2,49,3,804.6,3886.729595,27683.03324,Austria,1
138,6336,24,3625,EN172564,Closed,TOUR,Tour Operators,AT,CJ - Adhoc,1/21/2014,9/24/2013,8/29/2014,2014,LNZ/GDN/LNZ,"CL6RJ200LR,E145",2,50,2.66,804.6,3886.729595,27683.03324,Austria,1
139,5444,78,4050,EN172569,Closed,OPERATOR,Aircraft Operator,UK,CJ - Adhoc,9/24/2013,9/24/2013,2/9/2014,2014,IST/AER/IST,A320-200,2,180,3,1030.32,6997.698857,45836.80759,United Kingdom,1
141,4383,8,4143,EN172623,Invoiced,IT,"Computing, Electronics, etc",IT,CJ - Adhoc,12/11/2013,9/25/2013,1/21/2014,2014,CAG/FCO/MXP/PAD/MXP/FCO,B737-3QC,5,148,4.83,1267.9,10280.01673,39861.22961,Italy,0
142,3656,144,3167,EN172634,Closed,TOUR,Tour Operators,AT,CJ - Adhoc,3/11/2014,9/25/2013,4/9/2014,2014,LNZ/HAJ/LNZ,B737-400,2,168,3,613.6,1330.11888,35830.07731,Austria,1
143,5804,27,3364,EN172663,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,4/1/2014,9/26/2013,5/5/2014,2014,MRS/VCE/MRS,"B737-3QC,B737-700",2,147,1.25,329.59,4738.078859,142894.0419,France,1
143,5804,27,3364,EN172663,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,4/1/2014,9/26/2013,5/12/2014,2014,CDG/VCE/MRS/VCE,"B737-3QC,B737-700",3,147,2.91,780.55,4738.078859,142894.0419,France,0
143,5804,27,3364,EN172663,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,4/1/2014,9/26/2013,5/12/2014,2014,VCE/MRS CDG/VCE CDG/VCE/CDG/VCE/CDG VCE/CDG,"B737-3QC,B737-700",7,147,10.41,3035.35,4738.078859,142894.0419,France,0
143,5804,27,3364,EN172663,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,4/1/2014,9/26/2013,5/19/2014,2014,LUX/CDG/VCE/CDG/VCE,"B737-3QC,B737-700",4,141,3.42,901.92,4738.078859,142894.0419,France,0
143,5804,27,3364,EN172663,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,4/1/2014,9/26/2013,5/26/2014,2014,LUX/CDG/VCE/CDG/LUX,"B737-3QC,B737-700",4,141,3.42,901.92,4738.078859,142894.0419,France,1
143,5804,27,3364,EN172663,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,4/1/2014,9/26/2013,6/2/2014,2014,CDG/VCE/CDG,"B737-3QC,B737-700",2,147,1.58,450.96,4738.078859,142894.0419,France,1
144,4669,32,3308,EN172680,Closed,MGMT,Managment Company P-91,UK,CJ - Adhoc,11/29/2013,9/26/2013,6/27/2014,2014,ARN/CTA/ARN,B737-800,2,179,7.42,2671.16,13431.63034,109846.9004,United Kingdom,1
149,4002,207,2160,EN172855,Closed,OPERATOR,Aircraft Operator,AT,CJ - Adhoc,12/3/2013,10/1/2013,1/14/2014,2014,DTW/LAS,B737-400,1,,4.08,1515.26,2653.573172,2653.573172,Austria,0
150,3665,24,3875,EN172889,Closed,TOUR,Tour Operators,AT,Tour Ops,1/20/2014,10/2/2013,4/14/2014,2014,SZG/BRI,A320,1,180,1.75,408.97,13022.37926,143711.0317,Austria,0
150,3665,24,3875,EN172889,Closed,TOUR,Tour Operators,AT,Tour Ops,1/20/2014,10/2/2013,4/21/2014,2014,FDH/BRI/INN/BRI,A320,3,180,5.17,1371.68,13022.37926,143711.0317,Austria,0
150,3665,24,3875,EN172889,Closed,TOUR,Tour Operators,AT,Tour Ops,1/20/2014,10/2/2013,4/28/2014,2014,SZG/BRI/INN/BRI/FDH,A320,4,,7,1780.65,13022.37926,143711.0317,Austria,0
151,3665,24,3875,EN172890,Closed,TOUR,Tour Operators,AT,Tour Ops,1/20/2014,10/2/2013,5/5/2014,2014,SZG/BRI/INN/NAP,A320,5,180,5.17,1247.9,9466.067013,340960.4803,Austria,0
151,3665,24,3875,EN172890,Closed,TOUR,Tour Operators,AT,Tour Ops,1/20/2014,10/2/2013,5/12/2014,2014,INN/BRI/SZG/BRI/INN/NAP/INN,A320,6,,10.34,2495.8,9466.067013,340960.4803,Austria,1
151,3665,24,3875,EN172890,Closed,TOUR,Tour Operators,AT,Tour Ops,1/20/2014,10/2/2013,5/19/2014,2014,GRZ/BRI/SZG/BRI/INN/NAP/INN,A320,6,,10.09,2416.87,9466.067013,340960.4803,Austria,0
151,3665,24,3875,EN172890,Closed,TOUR,Tour Operators,AT,Tour Ops,1/20/2014,10/2/2013,5/26/2014,2014,INN/NAP/INN/BRI/SZG/FDH/BRI/GRZ,A320,7,,10.09,2508.16,9466.067013,340960.4803,Austria,0
152,3665,24,3875,EN172891,Closed,TOUR,Tour Operators,AT,Tour Ops,1/20/2014,10/2/2013,6/2/2014,2014,INN/BRI/FDH/BRI/INN,A320,6,180,7.34,1871.94,14776.42356,163392.8863,Austria,1
152,3665,24,3875,EN172891,Closed,TOUR,Tour Operators,AT,Tour Ops,1/20/2014,10/2/2013,6/9/2014,2014,BRI/INN/BRI/FDH/NAP/INN,A320,5,,5.34,1339.19,14776.42356,163392.8863,Austria,0
153,3665,24,3875,EN172892,Closed,TOUR,Tour Operators,AT,Tour Ops,3/17/2014,10/2/2013,5/6/2014,2014,FRA/BOJ/STR/BOJ,MD82,3,164,4.75,1747.68,963.442812,216850.9655,Austria,0
153,3665,24,3875,EN172892,Closed,TOUR,Tour Operators,AT,Tour Ops,3/17/2014,10/2/2013,5/13/2014,2014,BOJ/FRA/NUE/BOJ/STR/MUC/BOJ,MD82,6,164,8.92,3291.15,963.442812,216850.9655,Austria,1
153,3665,24,3875,EN172892,Closed,TOUR,Tour Operators,AT,Tour Ops,3/17/2014,10/2/2013,5/20/2014,2014,BOJ/NUE/BOJ/MUC/BOJ,MD82,4,164,9.32,3086.94,963.442812,216850.9655,Austria,1
153,3665,24,3875,EN172892,Closed,TOUR,Tour Operators,AT,Tour Ops,3/17/2014,10/2/2013,5/27/2014,2014,BOJ/NUE/BOJ/MUC/BOJ,MD82,4,164,9.32,3086.94,963.442812,216850.9655,Austria,1
154,5453,52,2444,EN172893,Closed,,Unknown,unknown,CJ - Adhoc,10/21/2013,10/2/2013,1/29/2014,2014,CDG/NUE/CDG,"B737-300,B737-3QC",2,147,2.42,669.22,10471.22176,12955.29801,Other,1
154,5453,52,2444,EN172893,Closed,,Unknown,unknown,CJ - Adhoc,10/21/2013,10/2/2013,2/2/2014,2014,CDG/NUE/CDG,"B737-300,B737-3QC",2,147,2.66,669.22,10471.22176,12955.29801,Other,1
155,3754,110,2534,EN172903,Closed,TOUR,Tour Operators,UK,CJ - Adhoc,10/9/2013,10/2/2013,10/3/2014,2014,CDG/VCE/CDG,"A321,B737-300,B737-3QC,B737-800",2,147,3.08,901.92,22733.60234,104240.8418,United Kingdom,1
155,3754,110,2534,EN172903,Closed,TOUR,Tour Operators,UK,CJ - Adhoc,10/9/2013,10/2/2013,10/3/2014,2014,CDG/VCE/CDG,"A321,B737-300,B737-3QC,B737-800",2,189,3.08,901.92,22733.60234,104240.8418,United Kingdom,1
155,3754,110,2534,EN172903,Closed,TOUR,Tour Operators,UK,CJ - Adhoc,10/9/2013,10/2/2013,10/3/2014,2014,CDG/VCE/CDG,"A321,B737-300,B737-3QC,B737-800",2,220,2.92,901.92,22733.60234,104240.8418,United Kingdom,1
155,3754,110,2534,EN172903,Closed,TOUR,Tour Operators,UK,CJ - Adhoc,10/9/2013,10/2/2013,10/3/2014,2014,MRS/VCE/MRS,"A321,B737-300,B737-3QC,B737-800",2,147,2.34,659.18,22733.60234,104240.8418,United Kingdom,1
156,3754,110,2534,EN172906,Closed,TOUR,Tour Operators,UK,CJ - Adhoc,10/17/2013,10/2/2013,10/12/2014,2014,CDG/RHO/CDG,"B737-300,B737-800",2,,,2692.62,15367.44996,124452.8839,United Kingdom,1
156,3754,110,2534,EN172906,Closed,TOUR,Tour Operators,UK,CJ - Adhoc,10/17/2013,10/2/2013,10/12/2014,2014,CDG/RHO/CDG,"B737-300,B737-800",2,147,7.42,2692.62,15367.44996,124452.8839,United Kingdom,1
156,3754,110,2534,EN172906,Closed,TOUR,Tour Operators,UK,CJ - Adhoc,10/17/2013,10/2/2013,10/12/2014,2014,CDG/RHO/CDG,"B737-300,B737-800",2,189,7.42,2692.62,15367.44996,124452.8839,United Kingdom,1
156,3754,110,2534,EN172906,Closed,TOUR,Tour Operators,UK,CJ - Adhoc,10/17/2013,10/2/2013,10/12/2014,2014,CDG/RHO/CDG,"B737-300,B737-800",2,532,6.58,2692.02,15367.44996,124452.8839,United Kingdom,1
156,3754,110,2534,EN172906,Closed,TOUR,Tour Operators,UK,CJ - Adhoc,10/17/2013,10/2/2013,10/12/2014,2014,MRS/RHO/MRS,"B737-300,B737-800",2,147,6.16,2258.76,15367.44996,124452.8839,United Kingdom,1
157,5005,186,3950,EN173007,Closed,MEDIA,Media company,US,CJ - Adhoc,10/3/2013,10/3/2013,2/19/2014,2014,EWR/MIA/EWR,E145,2,50,5.66,1888.3,4567.808139,49484.82089,United States,1
158,3971,32,2104,EN173063,Closed,MGMT,Managment Company P-91,UK,CJ - Adhoc,6/26/2014,10/4/2013,10/6/2014,2014,ICN/NGO/AER,"B777-20B,B777-3ER",2,261,11.17,4297.67,60331.64,1035141.5,United Kingdom,0
158,3971,32,2104,EN173063,Closed,MGMT,Managment Company P-91,UK,CJ - Adhoc,6/26/2014,10/4/2013,10/6/2014,2014,ICN/NGO/AER,"B777-20B,B777-3ER",2,291,11.17,4297.67,60331.64,1035141.5,United Kingdom,0
161,4082,39,3092,EN173149,Closed,AGRICULTUR,Agriculture,FR,CJ - Adhoc,11/15/2013,10/8/2013,1/15/2014,2014,LFOZ/EIN/LFOZ,ATR42,2,46,3,494.2,3345.880385,20828.1054,France,0
162,4678,200,3385,EN173223,Invoiced,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,1/3/2014,2014,FRA/MXP/TFN/MXP/FRA,B737-800,4,189,12.17,3665.1,2580.510248,67268.5069,France,1
163,4678,200,3385,EN173224,Invoiced,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,1/10/2014,2014,FRA/TFN/MXP/FRA,B737-800,3,189,11.09,3551.27,1831.869511,58293.18277,France,1
164,4678,200,3385,EN173225,Invoiced,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,1/17/2014,2014,FRA/TFN/FRA,B737-800,2,189,9.92,3437.44,,,France,1
165,4678,200,3385,EN173226,Invoiced,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,1/24/2014,2014,FRA/TFN/FRA,B737-800,2,189,9.92,3437.44,,,France,1
166,4678,200,3385,EN173227,Invoiced,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,1/31/2014,2014,FRA/TFN/FRA,B737-800,2,189,9.92,3437.44,,,France,1
167,4678,200,3385,EN173228,Closed,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,2/7/2014,2014,FRA/TFN/FRA,B737-800,2,189,9.92,3437.44,,,France,1
168,4678,200,3385,EN173229,Closed,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,2/14/2014,2014,FRA/TFN/FRA,B737-800,2,189,9.92,3437.44,,,France,1
169,4678,200,3385,EN173230,Closed,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,2/21/2014,2014,FRA/TFN/FRA,B737-800,2,189,9.92,3437.44,,,France,1
170,4678,200,3385,EN173231,Closed,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,2/28/2014,2014,FRA/TFN/FRA,B737-800,2,189,9.92,3437.44,,,France,1
171,4678,200,3385,EN173232,Closed,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,3/7/2014,2014,FRA/TFN/FRA,B737-800,2,189,9.92,3437.44,,,France,1
172,4678,200,3385,EN173233,Closed,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,3/14/2014,2014,FRA/TFN/FRA,B737-800,2,189,9.92,3437.44,,,France,1
173,4678,200,3385,EN173234,Closed,TOUR,Tour Operators,FR,Tour Ops,10/9/2013,10/9/2013,3/21/2014,2014,FRA/TFN/FRA,B737-800,2,189,9.92,3437.44,,,France,1
174,4275,183,2716,EN173247,Closed,TOUR,Tour Operators,IT,CJ - Adhoc,10/9/2013,10/9/2013,2/9/2014,2014,CIY/NAP/LDE MXP/LDE/NAP,B737-400,4,168,3.84,1301.54,9072.847683,50496.68874,Italy,0
175,5075,183,4193,EN173248,Closed,PILGRIM,Pilgrims or religion related,IT,CJ - Adhoc,10/9/2013,10/9/2013,2/10/2014,2014,MXP/LDE NAP/LDE/MXP,B737-400,3,168,2.75,803.94,1605.960265,43046.35762,Italy,1
176,4013,39,3670,EN173283,Closed,CONF,"Conference, Incentive, etc",FR,CJ - Adhoc,11/25/2013,10/9/2013,5/16/2014,2014,CDG/IBZ/CDG,B737-3QC,2,147,4,1222.3,1909.993399,47994.7186,France,1
177,4582,100,4106,EN173300,Closed,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,10/10/2013,10/10/2013,1/21/2014,2014,STN/ISB/LGW,A340-600,2,308,16.67,6510.73,47562.68509,326586.55,United Kingdom,0
178,4582,19,4106,EN173301,Closed,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,10/10/2013,10/10/2013,2/11/2014,2014,STN/ISB/LGW,A340-600,2,308,16.67,6510.73,50821.83207,324868.55,United Kingdom,0
179,4582,19,4106,EN173302,Closed,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,10/10/2013,10/10/2013,3/4/2014,2014,STN/ISB/LGW,A340-600,2,308,16.67,6510.73,27602.69659,302069.15,United Kingdom,0
180,4582,84,4106,EN173305,Closed,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,10/10/2013,10/10/2013,1/14/2014,2014,STN/KBL/DYU/LGW,B767-3ER,3,265,15.42,6219.21,85752.46,667839.06,United Kingdom,0
180,4582,84,4106,EN173305,Closed,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,10/10/2013,10/10/2013,1/28/2014,2014,STN/MAD/LOS/MAD/LGW,B767-3ER,2,265,13.17,5403.14,85752.46,667839.06,United Kingdom,0
