enqid,Contactid,ownerid,companyid,Enquiry No.,Job Status,industrycode,Industry,Office Country Code,Product,booked date,creation date,Flight date,Flight Year,Route code,Aircraft code,no of sectors,passengers,Total Flight Time (Dec),Total Distance (NMi),gross,Cost,Country,Round_trip
28031,5276,13,2333,EN247782,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,7/29/2018,2018,NAP/ZTH/NAP,MD82,2,164,2.5,718.2,87.500002,24748.9375,Italy,1
28032,5276,13,2333,EN247783,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/5/2018,2018,NAP/ZTH/NAP,MD82,2,164,2.5,718.2,87.500004,25079.27679,Italy,1
28033,5276,13,2333,EN247784,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/12/2018,2018,NAP/ZTH/NAP,MD82,2,164,2.5,718.2,87.500002,25199.95536,Italy,1
28034,5276,13,2333,EN247785,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/19/2018,2018,NAP/ZTH/NAP,MD82,2,164,2.5,718.2,87.500002,25175.38393,Italy,1
28035,5276,13,2333,EN247786,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/26/2018,2018,NAP/ZTH/NAP,MD82,2,164,2.5,718.2,87.500002,24094.57143,Italy,1
28036,5276,13,2333,EN247787,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,9/2/2018,2018,NAP/ZTH/NAP,MD82,2,164,2.5,718.2,87.500002,23646.21428,Italy,1
28037,5276,13,2333,EN247788,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,9/9/2018,2018,NAP/ZTH/NAP,MD82,2,164,2.5,718.2,87.500001,20930.86607,Italy,1
28048,5276,13,2333,EN247802,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,7/18/2018,2018,NAP/RHO/NAP,MD82,2,164,4,1398.38,87.991073,29368.32143,Italy,1
28049,5276,13,2333,EN247803,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,7/25/2018,2018,NAP/RHO/NAP,MD82,2,164,4,1398.38,87.500003,31006.77679,Italy,1
28050,5276,13,2333,EN247804,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/1/2018,2018,NAP/RHO/NAP,MD82,2,164,4,1398.38,89.285717,29896.04464,Italy,1
28051,5276,13,2333,EN247806,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/8/2018,2018,NAP/RHO/NAP,MD82,2,164,4,1398.38,87.500003,31974.55357,Italy,1
28052,5276,13,2333,EN247807,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/15/2018,2018,NAP/RHO/NAP,MD82,2,164,4,1398.38,87.500003,32755.0625,Italy,1
28053,5276,13,2333,EN247808,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/22/2018,2018,NAP/RHO/NAP,MD82,2,164,4,1398.38,87.500004,32898.61607,Italy,1
28054,5276,13,2333,EN247809,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/29/2018,2018,NAP/RHO/NAP,MD82,2,164,4,1398.38,87.500003,30816.53571,Italy,1
28055,5276,13,2333,EN247810,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,9/5/2018,2018,NAP/RHO/NAP,MD82,2,164,4,1398.38,87.500004,29271.83036,Italy,1
28056,5276,13,2333,EN247811,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,9/12/2018,2018,NAP/RHO/NAP,MD82,2,164,4,1398.38,87.500002,27921.42857,Italy,1
28057,5276,13,2333,EN247812,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,7/19/2018,2018,NAP/JMK/NAP,MD82,2,164,3.34,1108.08,87.500001,25071.49107,Italy,1
28058,5276,13,2333,EN247814,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,7/26/2018,2018,NAP/JMK/NAP,MD82,2,164,3.34,1108.08,150.794646,26863.35714,Italy,1
28059,5276,13,2333,EN247815,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/2/2018,2018,NAP/JMK/NAP,MD82,2,164,3.34,1108.08,87.500001,28120.58036,Italy,1
28060,5276,13,2333,EN247816,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/9/2018,2018,NAP/JMK/NAP,MD82,2,164,3.34,1108.08,87.5,27272.9375,Italy,1
28061,5276,13,2333,EN247817,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/16/2018,2018,NAP/JMK/NAP,MD82,2,164,3.34,1108.08,87.500001,27863.08036,Italy,1
28062,5276,13,2333,EN247818,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/23/2018,2018,NAP/JMK/NAP,MD82,2,164,3.34,1108.08,87.500002,27323.59821,Italy,1
28063,5276,13,2333,EN247819,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,8/30/2018,2018,NAP/JMK/NAP,MD82,2,164,3.34,1108.08,87.500001,25864.34821,Italy,1
28064,5276,13,2333,EN247820,Closed,TOUR,Tour Operators,IT,Tour Ops,3/7/2018,3/7/2018,9/6/2018,2018,NAP/JMK/NAP,MD82,2,164,3.34,1108.08,87.500001,24337.45536,Italy,1
28074,4620,8,3531,EN247833,Closed,CONF,"Conference, Incentive, etc",IT,CJ - Adhoc,3/8/2018,3/8/2018,3/8/2018,2018,MXP/BDS,B737-400,1,170,1.58,502.35,3719.298401,25066.71379,Italy,0
28086,965,61,2378,EN247879,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,5/9/2018,3/8/2018,7/9/2018,2018,MAN/ORK/MAN,E145,2,50,2.34,487.9,750,27750,United Kingdom,1
28093,1292,60,3532,EN247898,Closed,MGMT,Managment Company P-91,IT,CJ - Adhoc,3/9/2018,3/9/2018,4/15/2018,2018,VBS/PSR/MXP FCO/MXP/PSR,BAE146-3,4,112,2,606.88,4706.199221,18612.50441,Italy,0
28102,4936,186,3544,EN247939,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,4/2/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,58408.19098,229687.0524,United States,1
28102,4936,186,3544,EN247939,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,4/9/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,58408.19098,229687.0524,United States,1
28102,4936,186,3544,EN247939,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,4/16/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,58408.19098,229687.0524,United States,1
28102,4936,186,3544,EN247939,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,4/23/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,58408.19098,229687.0524,United States,1
28102,4936,186,3544,EN247939,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,4/30/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,58408.19098,229687.0524,United States,1
28103,4936,186,3544,EN247940,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,5/7/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,53058.24504,181895.7548,United States,1
28103,4936,186,3544,EN247940,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,5/14/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,53058.24504,181895.7548,United States,1
28103,4936,186,3544,EN247940,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,5/21/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,53058.24504,181895.7548,United States,1
28103,4936,186,3544,EN247940,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,5/29/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,53058.24504,181895.7548,United States,1
28104,4936,186,3544,EN247941,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,6/4/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,55069.66501,190002.2283,United States,1
28104,4936,186,3544,EN247941,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,6/11/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,55069.66501,190002.2283,United States,1
28104,4936,186,3544,EN247941,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,6/18/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,55069.66501,190002.2283,United States,1
28104,4936,186,3544,EN247941,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,6/25/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,55069.66501,190002.2283,United States,1
28105,4936,186,3544,EN247942,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,7/9/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,56204.73969,192446.5844,United States,1
28105,4936,186,3544,EN247942,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,7/16/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,56204.73969,192446.5844,United States,1
28105,4936,186,3544,EN247942,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,7/23/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,56204.73969,192446.5844,United States,1
28105,4936,186,3544,EN247942,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,7/30/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,56204.73969,192446.5844,United States,1
28106,4936,186,3544,EN247943,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,8/6/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,56721.2372,194155.5977,United States,1
28106,4936,186,3544,EN247943,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,8/13/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,56721.2372,194155.5977,United States,1
28106,4936,186,3544,EN247943,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,8/20/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,56721.2372,194155.5977,United States,1
28106,4936,186,3544,EN247943,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,8/27/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,56721.2372,194155.5977,United States,1
28107,4936,186,3544,EN247944,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,9/4/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,58054.51929,198973.2421,United States,1
28107,4936,186,3544,EN247944,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,9/10/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,58054.51929,198973.2421,United States,1
28107,4936,186,3544,EN247944,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,9/17/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,58054.51929,198973.2421,United States,1
28107,4936,186,3544,EN247944,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",US,CJ - Adhoc,3/11/2018,3/11/2018,9/24/2018,2018,AZO/SLN/AZO,D328JET,2,30,3.84,1176.86,58054.51929,198973.2421,United States,1
28113,3977,196,2955,EN247964,Closed,TOUR,Tour Operators,FR,Tour Ops,3/12/2018,3/12/2018,4/8/2018,2018,MLH/RHO,,1,,,1130.34,902.08741,54073.41929,France,0
28116,2838,137,1553,EN247984,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,3/12/2018,3/12/2018,6/17/2018,2018,TLS/KLX/LIS/KLX/MAD,A319,4,150,8.42,2682.32,12866.66667,111817.7778,United Kingdom,0
28118,2838,137,1553,EN247989,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,3/12/2018,3/12/2018,6/14/2018,2018,PMI/MAD/KLX,B737-400,2,170,3.33,1210.57,6359.066666,59563.30667,United Kingdom,0
28120,2838,137,1553,EN247991,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,3/12/2018,3/12/2018,6/14/2018,2018,STN/MAD/KLX/MAD,"B737-400,B757-200",3,146,7.17,2421.14,16375,172370,United Kingdom,0
28120,2838,137,1553,EN247991,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,3/12/2018,3/12/2018,6/17/2018,2018,STN/KLX/MAD,"B737-400,B757-200",2,202,3.67,1210.57,16375,172370,United Kingdom,0
28122,2838,137,1553,EN247995,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,3/12/2018,3/12/2018,6/14/2018,2018,LYS/LIS/KLX,B737-700,2,147,3.83,1471.75,6600.232222,75258.26667,United Kingdom,0
28123,4654,24,2922,EN248002,Closed,TOUR,Tour Operators,AT,Tour Ops,4/26/2018,3/12/2018,6/20/2018,2018,GRZ/VNO/VIE,A319,2,144,3.17,1098.69,3534.928021,34673.45506,Austria,0
28124,355,38,227,EN248003,Closed,GOVT,Government Ministries & Agenci,IT,CJ - Adhoc,3/12/2018,3/12/2018,3/6/2018,2018,TRN/LMP/TRN,B737-400,2,170,3.66,1248.9,971.989043,37554.12212,Italy,1
28125,4654,24,2922,EN248005,Closed,TOUR,Tour Operators,AT,Tour Ops,4/26/2018,3/12/2018,6/27/2018,2018,VIE/TLL/GRZ,A319,2,144,4.33,1553.45,4719.706811,39940.30899,Austria,0
28126,4654,24,2922,EN248006,Closed,TOUR,Tour Operators,AT,Tour Ops,4/26/2018,3/12/2018,7/4/2018,2018,INN/VNO/VIE,A319,2,144,3.42,1194.07,2462.719608,37157.41391,Austria,0
28127,4654,24,2922,EN248007,Closed,TOUR,Tour Operators,AT,Tour Ops,4/26/2018,3/12/2018,7/18/2018,2018,LNZ/VNO/VIE,A319,2,144,3.17,1073.25,1516.224529,36015.4603,Austria,0
28128,4654,24,2922,EN248008,Closed,TOUR,Tour Operators,AT,Tour Ops,4/26/2018,3/12/2018,7/25/2018,2018,VIE/TLL/LNZ,A319,2,144,4.16,1504.87,3145.651792,41198.17287,Austria,0
28129,4654,24,2922,EN248009,Closed,TOUR,Tour Operators,AT,Tour Ops,4/26/2018,3/12/2018,8/1/2018,2018,GRZ/VNO/VIE,A319,2,144,3.17,1098.69,2557.403958,35045.69249,Austria,0
28130,4654,24,2922,EN248010,Closed,TOUR,Tour Operators,AT,Tour Ops,4/26/2018,3/12/2018,8/8/2018,2018,VIE/TLL/GRZ,A319,2,144,4.33,1553.45,2304.090143,40369.08881,Austria,0
28131,4654,24,2922,EN248011,Closed,TOUR,Tour Operators,AT,Tour Ops,4/26/2018,3/12/2018,8/15/2018,2018,SZG/VNO/VIE,A319,2,144,3.33,1151.27,2122.624436,36376.54157,Austria,0
28132,4654,24,2922,EN248012,Closed,TOUR,Tour Operators,AT,Tour Ops,4/26/2018,3/12/2018,8/22/2018,2018,VIE/TLL/SZG,A319,2,144,4.33,1578.21,1775.157485,41611.21462,Austria,0
28133,4654,24,2922,EN248013,Closed,TOUR,Tour Operators,AT,Tour Ops,4/26/2018,3/12/2018,8/29/2018,2018,VNO/VIE,A319,1,144,1.5,508.87,14938.19536,43285.42276,Austria,0
28150,1430,196,803,EN248052,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,4/15/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,-389.076298,11669.82515,France,1
28151,1430,196,803,EN248053,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,4/22/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,338.131402,12397.03285,France,1
28152,1430,196,803,EN248054,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,4/29/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,300.600493,12411.25044,France,1
28153,1430,196,803,EN248055,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,5/6/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,396.386489,12272.40988,France,1
28154,1430,196,803,EN248056,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,5/13/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,-201.230686,11851.81985,France,1
28155,1430,196,803,EN248057,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,5/20/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,706.188358,12171.95601,France,1
28156,1430,196,803,EN248058,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,5/27/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,735.096448,12228.16619,France,1
28157,1430,196,803,EN248059,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,6/3/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,367.731744,12519.14501,France,1
28158,1430,196,803,EN248060,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,6/10/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,-783.883428,10720.24227,France,1
28159,1430,196,803,EN248061,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,6/17/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,309.778793,12502.91432,France,1
28160,1430,196,803,EN248062,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,6/24/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,-76.694171,12060.05091,France,1
28161,1430,196,803,EN248063,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,7/1/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,355.024597,12373.94589,France,1
28162,1430,196,803,EN248064,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,7/8/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,372.364723,12819.21996,France,1
28163,1430,196,803,EN248065,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,7/15/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,468.007731,12788.83521,France,1
28164,1430,196,803,EN248066,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,7/22/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,385.734365,12522.22417,France,1
28165,1430,196,803,EN248067,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,7/29/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,297.452566,12744.3078,France,1
28166,1430,196,803,EN248068,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,8/5/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,392.352055,12765.34469,France,1
28167,1430,196,803,EN248069,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,8/12/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,398.704641,12855.29234,France,1
28168,1430,196,803,EN248070,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,8/19/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,265.539883,12626.18224,France,1
28169,1430,196,803,EN248071,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,8/26/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,107.603586,12331.4524,France,1
28170,1430,196,803,EN248072,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,9/2/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,668.655245,12776.3165,France,1
28171,1430,196,803,EN248073,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,9/9/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,127.289853,12836.23396,France,1
28172,1430,196,803,EN248074,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,9/16/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,424.419127,12919.17108,France,1
28173,1430,196,803,EN248075,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,9/23/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,352.561228,12991.38782,France,1
28174,1430,196,803,EN248076,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,9/30/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,290.499687,12929.32628,France,1
28175,1430,196,803,EN248077,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,10/7/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,412.27553,12474.77888,France,1
28176,1430,196,803,EN248078,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,10/14/2018,2018,CDG/RHO/CDG,A320-200,2,180,6.84,2693.26,594.17493,13032.60966,France,1
28177,1430,196,803,EN248079,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,10/21/2018,2018,CDG/RHO/CDG,,2,,,2693.26,249.209328,12894.6127,France,1
28178,1430,196,803,EN248080,Closed,TOUR,Tour Operators,FR,Tour Ops,3/13/2018,3/13/2018,10/28/2018,2018,CDG/RHO/CDG,,2,180,6.84,2693.26,450.192085,11487.44751,France,1
28181,2852,60,1558,EN248092,Closed,ENGINEER,"Civil, electric ing, construct",IT,CJ - Adhoc,4/11/2018,3/13/2018,10/23/2018,2018,VRN/HAJ/VRN,B737-400,2,170,3.25,854.58,5068.444564,33507.01331,Italy,1
28183,4355,8,3399,EN248094,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,3/13/2018,3/13/2018,3/30/2018,2018,NAP/BLQ/NAP,MD82,2,164,2.34,510.92,3671.193781,24775.11708,Italy,1
28184,3657,88,3236,EN248096,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,3/23/2018,3/13/2018,9/20/2018,2018,KTW/DUS,E195,1,112,1.83,469.2,1762.599803,24221.7637,Germany,0
28185,4355,8,3399,EN248097,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,3/13/2018,3/13/2018,4/14/2018,2018,NAP/MXP/NAP,MD82,2,164,3,749.78,-155.951958,25272.87178,Italy,1
28192,3581,35,3985,EN248121,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,3/15/2018,3/13/2018,3/29/2018,2018,PIS/HAM/STR CMR/STR/HAM,SF340B,4,34,3.16,595.98,112.220554,15500.57436,Germany,0
28195,4654,24,2922,EN248129,Closed,TOUR,Tour Operators,AT,Tour Ops,3/23/2018,3/13/2018,5/11/2018,2018,GRZ/OPO/VIE,A319,2,144,5.83,2236.29,4563.114252,51496.90146,Austria,0
28196,4654,24,2922,EN248130,Closed,TOUR,Tour Operators,AT,Tour Ops,3/23/2018,3/13/2018,5/18/2018,2018,VIE/OPO/GRZ,A319,2,144,5.83,2236.29,2464.414769,50624.07262,Austria,0
28197,4654,24,2922,EN248131,Closed,TOUR,Tour Operators,AT,Tour Ops,3/23/2018,3/13/2018,5/25/2018,2018,VIE/OPO/VIE,A319,2,144,6,2293.84,4465.566902,50624.07262,Austria,1
28198,4654,24,2922,EN248132,Closed,TOUR,Tour Operators,AT,Tour Ops,3/23/2018,3/13/2018,4/27/2018,2018,LNZ/OPO,B737-800,1,189,2.92,1055.65,4272.077005,43270.929,Austria,0
28203,4833,91,3953,EN248139,Closed,OPERATOR,Aircraft Operator,UK,Other,3/14/2018,3/14/2018,4/18/2018,2018,XXX/XXX,,1,,,,617.654874,1160.97,United Kingdom,1
28205,2821,24,1543,EN248147,Closed,TOUR,Tour Operators,AT,Tour Ops,8/22/2018,3/14/2018,12/21/2018,2018,VIE/BVC/SID/VIE,B737-800,3,189,14.92,5458.19,5438.191752,76430.20797,Austria,1
28210,421,183,2270,EN248161,Invoiced,TRAV,Travel Agents,IT,CJ - Adhoc,3/16/2018,3/14/2018,5/26/2018,2018,TRN/FCO,"B767-3ER,E145",1,50,1.17,285.02,3714.79446,62935.7598,Italy,0
28210,421,183,2270,EN248161,Invoiced,TRAV,Travel Agents,IT,CJ - Adhoc,3/16/2018,3/14/2018,5/26/2018,2018,TRN/FCO,"B767-3ER,E145",1,276,1.08,285.02,3714.79446,62935.7598,Italy,0
28211,4296,68,2367,EN248164,Closed,TRAV,Travel Agents,IT,CJ - Adhoc,4/18/2018,3/14/2018,5/5/2018,2018,MUC/TRN/NAP/TRN,E145,3,49,2.5,778.78,1309.243258,27057.69399,Italy,0
28212,2449,175,1329,EN248168,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,3/14/2018,3/14/2018,6/23/2018,2018,VKO/ROV VKO/ROV/VKO,CL6RJ200LR,3,50,3.34,992.36,8484.457832,73468.97147,United Kingdom,1
28212,2449,175,1329,EN248168,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,3/14/2018,3/14/2018,6/26/2018,2018,SVX/VKO/SVX/DME,CL6RJ200LR,3,50,4.75,1552.66,8484.457832,73468.97147,United Kingdom,0
28224,3657,88,3236,EN248196,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,6/28/2018,3/15/2018,11/18/2018,2018,LEJ/OTP/LEJ,B737-800,2,189,4.34,1380.5,4557.565064,52739.30304,Germany,1
28225,1639,85,895,EN248197,Closed,MEDICAL,"Medevac, Hospitals, Ambulances",DE,Seat Sales,4/5/2018,3/15/2018,5/13/2018,2018,XXX/CAG/XXX,,2,,,1576.94,3265.68909,42299.03114,Germany,1
28226,4027,35,2042,EN248200,Closed,TOUR,Tour Operators,DE,CJ - Adhoc,3/22/2018,3/15/2018,5/5/2018,2018,LEJ/PMI/LEJ,B737-800,2,189,5,1629.58,2503.517501,100200.7506,Germany,1
28226,4027,35,2042,EN248200,Closed,TOUR,Tour Operators,DE,CJ - Adhoc,3/22/2018,3/15/2018,5/12/2018,2018,PMI/LEJ/PMI,B737-800,2,189,5,1629.58,2503.517501,100200.7506,Germany,1
28235,355,38,227,EN248240,Closed,GOVT,Government Ministries & Agenci,IT,CJ - Adhoc,3/16/2018,3/16/2018,3/19/2018,2018,NBE/TRN/LMP/TRN,B737-300,3,148,4,1248.9,2562.516568,37023.94628,Italy,0
