Accountid,enqid,product,brokercountry,owner,qtq_firstflightdate,Grossprofit
535,4899,CJ,United Kingdom,WTAYLO,2017-10-30 00:00:00,772.638704
367,4900,CJ,Italy,EMEAZZ,2017-09-27 00:00:00,764.451131
219,4901,CJ,Italy,CLEGRO,2017-10-13 00:00:00,1567.451438
413,4902,CJ,Austria,MTRULL,2017-09-13 00:00:00,8135.8771
78,4903,CJ,Austria,BEGGER,2017-09-28 00:00:00,6799.990883
582,4904,CJ,Germany,CJUDIC,2017-09-13 00:00:00,2351.422644
137,4905,CJ,United Kingdom,CGRANT,2017-10-16 00:00:00,11949.805347
367,4906,CJ,Italy,EMEAZZ,2017-11-01 00:00:00,8214.495592
701,4907,CJ,Italy,DROSA,2017-09-13 00:00:00,2343.818383
701,4908,CJ,Italy,DROSA,2017-09-17 00:00:00,733.953319
789,4909,CJ,United Kingdom,DTUGWE,2017-07-14 00:00:00,5532.038353
190,4910,CJ,Italy,AALTAM,2017-09-14 00:00:00,14561.916491
396,4911,CJ,Austria,MTRULL,2017-10-19 00:00:00,8265.043417
33,4912,CJ,Italy,CLEGRO,2017-09-04 00:00:00,11875.218819
220,4913,CJ,Italy,AALTAM,2017-12-02 00:00:00,29.676675
743,4914,CJ,United Kingdom,MHOLT,2017-09-29 00:00:00,365.1
661,4915,CJ,Italy,DROSA,2017-11-23 00:00:00,4047.297656
519,4916,CJ,Italy,EMEAZZ,2017-09-09 00:00:00,1641.137856
147,4917,CJ,Italy,EMEAZZ,2017-10-17 00:00:00,5563.109837
835,4918,CJ,France,CBOUGE,2018-03-21 00:00:00,4150.622958
783,4919,CJ,Germany,MHERTH,2017-09-24 00:00:00,1441.539024
771,4920,CJ,United Kingdom,JCAVAL,2017-11-01 00:00:00,1927.853821
318,4921,CJ,Austria,BEGGER,2018-03-13 00:00:00,3088.182971
653,4922,CJ,United Kingdom,MHOLT,2018-05-02 00:00:00,95274.905825
803,4923,CJ,United Kingdom,DTUGWE,2017-09-28 00:00:00,918.526683
771,4924,CJ,United Kingdom,JCAVAL,2017-09-13 00:00:00,1609.559337
396,4925,CJ,Austria,MTRULL,2017-11-08 00:00:00,21651.79414
531,4926,Tour Ops,Austria,BEGGER,2018-04-28 00:00:00,2682.639667
823,4927,CJ,United Kingdom,MHOLT,2017-08-31 00:00:00,57993.88
468,4928,CJ,United Kingdom,WTAYLO,2017-10-01 00:00:00,9123.990078
771,4929,CJ,United Kingdom,JCAVAL,2017-09-14 00:00:00,921.319329
370,4930,CJ,United Kingdom,DTUGWE,2017-09-12 00:00:00,11470.208562
370,4931,CJ,United Kingdom,DTUGWE,2017-10-31 00:00:00,14675.058072
370,4932,CJ,United Kingdom,DTUGWE,2017-12-04 00:00:00,20976.75
784,4933,CJ,Austria,MTRULL,2017-05-07 00:00:00,1529.02557
353,4934,CJ,Italy,AALTAM,2017-09-13 00:00:00,1584.983589
357,4935,CJ,Italy,AALTAM,2017-09-13 00:00:00,2073.167404
396,4936,CJ,Austria,MTRULL,2017-10-03 00:00:00,7715.513383
720,4937,CJ,Italy,EMEAZZ,2017-09-19 00:00:00,1823.486506
720,4938,CJ,Italy,EMEAZZ,2017-09-29 00:00:00,1823.486506
637,4939,CJ,Italy,ALONGH,2017-09-09 00:00:00,1641.137855
720,4940,CJ,Italy,EMEAZZ,2017-12-08 00:00:00,1776.514478
552,4941,CJ,France,CBOUGE,2018-06-07 00:00:00,1337.08282
727,4942,CJ,France,CBOUGE,2018-01-29 00:00:00,3314.237769
33,4943,CJ,Italy,CLEGRO,2017-09-07 00:00:00,10114.350839
563,4944,Tour Ops,Italy,ABETTO,2017-09-17 00:00:00,4836.205324
336,4945,Tour Ops,Italy,ABETTO,2017-09-17 00:00:00,5646.270971
783,4946,CJ,Germany,MHERTH,2017-11-30 00:00:00,1849.345562
707,4947,CJ,United Kingdom,NCOOPE,2017-12-06 00:00:00,6153.309282
222,4948,CJ,France,CBOUGE,2017-09-13 00:00:00,204.40372
367,4949,CJ,Italy,EMEAZZ,2017-11-22 00:00:00,255.017364
583,4950,Tour Ops,France,TELFAS,2017-09-04 00:00:00,605.215172
583,4951,Tour Ops,France,TELFAS,2017-09-03 00:00:00,551.604668
583,4952,Tour Ops,France,TELFAS,2017-09-03 00:00:00,0.0
327,4953,Tour Ops,France,TELFAS,2017-09-08 00:00:00,1305.060175
25,4954,CJ,Turkey,CCAG,2017-09-17 00:00:00,1440.583464
472,4955,CJ,France,CBOUGE,2017-12-18 00:00:00,7386.782735
53,4956,CJ,United Kingdom,WTAYLO,2018-03-29 00:00:00,6140.17
101,4957,Tour Ops,France,TELFAS,2017-09-18 00:00:00,-107.221006
223,4958,CJ,France,CBOUGE,2017-12-28 00:00:00,1067.081191
425,4959,CJ,USA,JSILVA,2017-09-07 00:00:00,22968.703706
639,4960,CJ,USA,SMOORE,2017-09-08 00:00:00,14779.683644
638,4961,CJ,Italy,SKOSEK,2017-11-06 00:00:00,997.239784
396,4962,CJ,Austria,BEGGER,2017-10-04 00:00:00,6626.935816
557,4963,CJ,France,ALAUNA,2018-05-10 00:00:00,9633.054034
771,4964,CJ,United Kingdom,JCAVAL,2017-10-13 00:00:00,1000.0
582,4965,CJ,Germany,ASEYLE,2017-11-22 00:00:00,2863.867868
453,4966,CJ,France,CBOUGE,2017-11-02 00:00:00,4238.545099
33,4967,CJ,Italy,CLEGRO,2017-09-11 00:00:00,10393.034282
657,4968,CJ,United Kingdom,DTUGWE,2017-09-21 00:00:00,7939.3
628,4969,Tour Ops,Italy,ABETTO,2017-08-03 00:00:00,2658.63169
93,4970,CJ,Germany,SDROBJ,2018-01-09 00:00:00,5015.465468
637,4971,CJ,Italy,ALONGH,2017-09-22 00:00:00,1227.352299
563,4972,Tour Ops,Italy,ABETTO,2017-10-01 00:00:00,4973.001522
33,4973,CJ,Italy,CLEGRO,2017-09-14 00:00:00,4953.373451
783,4974,CJ,Germany,MHERTH,2018-01-01 00:00:00,4601.784139
421,4975,CJ,France,SFEILL,2018-05-12 00:00:00,3082.761631
661,4976,CJ,Italy,DROSA,2017-11-23 00:00:00,5488.968037
661,4977,CJ,Italy,DROSA,2017-11-01 00:00:00,1780.179861
206,4978,CJ,France,CBOUGE,2017-09-27 00:00:00,47.410649
582,4979,CJ,Germany,ASEYLE,2017-11-01 00:00:00,5876.257827
367,4980,CJ,Italy,EMEAZZ,2017-10-28 00:00:00,895.175007
143,4981,CJ,France,DHOPFG,2018-01-11 00:00:00,683.960432
448,4982,CJ,Italy,DROSA,2017-09-30 00:00:00,1084.564188
448,4983,CJ,Italy,DROSA,2017-10-20 00:00:00,1605.272581
370,4984,CJ,United Kingdom,DTUGWE,2017-09-15 00:00:00,4450.57
615,4985,CJ,United Kingdom,MHOLT,2018-06-15 00:00:00,7851.253027
180,4986,CJ,United Kingdom,JCAVAL,2017-09-22 00:00:00,1250.0
611,4987,CJ,United Kingdom,MHOLT,2018-06-21 00:00:00,26917.483529
33,4988,CJ,Italy,CLEGRO,2017-09-18 00:00:00,3822.137127
354,4989,Tour Ops,France,TELFAS,2017-10-12 00:00:00,3095.944856
602,4990,CJ,USA,JSILVA,2017-09-18 00:00:00,6442.901235
503,4991,CJ,France,ALAUNA,2017-09-22 00:00:00,44059.646243
622,4992,CJ,United Kingdom,CGRANT,2017-11-11 00:00:00,1142.237806
722,4993,Tour Ops,Austria,BEGGER,2018-05-10 00:00:00,10013.095347
804,4994,CJ,United Kingdom,DTUGWE,2018-02-02 00:00:00,2202.5
628,4995,CJ,Italy,AALTAM,2017-10-05 00:00:00,2596.007519
46,4996,CJ,Italy,CLEGRO,2017-10-12 00:00:00,4771.014234
384,4997,CJ,Italy,SKOSEK,2017-12-01 00:00:00,3687.866407
771,4998,CJ,United Kingdom,JCAVAL,2017-10-03 00:00:00,637.5
546,4999,CJ,United Kingdom,CGRANT,2017-11-03 00:00:00,8184.552045
33,5000,CJ,Italy,CLEGRO,2017-09-25 00:00:00,1814.369074
20,5001,CJ,Italy,EMEAZZ,2017-10-14 00:00:00,12395.300333
80,5002,CJ,USA,SMOORE,2017-10-14 00:00:00,43008.533655
560,5003,Tour Ops,Austria,BEGGER,2018-05-12 00:00:00,3.491316
25,5004,CJ,Turkey,CCAG,2017-09-26 00:00:00,1151.377134
663,5005,CJ,Italy,CLEGRO,2017-10-23 00:00:00,1270.253334
224,5006,CJ,USA,JSILVA,2017-09-23 00:00:00,13447.484568
225,5007,CJ,USA,JSILVA,2017-09-23 00:00:00,6018.518518
417,5008,CJ,United Kingdom,DTUGWE,2017-11-03 00:00:00,3300.0
806,5009,CJ,Italy,DROSA,2017-10-03 00:00:00,5749.640309
66,5010,CJ,France,DHOPFG,2018-05-17 00:00:00,249.698875
33,5011,CJ,Italy,CLEGRO,2017-09-28 00:00:00,2515.572576
794,5012,Tour Ops,United Kingdom,AMURR,2018-05-26 00:00:00,465.5
794,5013,Tour Ops,United Kingdom,AMURR,2018-06-02 00:00:00,485.0
794,5014,Tour Ops,United Kingdom,AMURR,2018-06-09 00:00:00,485.0
794,5015,Tour Ops,United Kingdom,AMURR,2018-06-16 00:00:00,485.0
794,5016,Tour Ops,United Kingdom,AMURR,2018-06-23 00:00:00,485.0
794,5017,Tour Ops,United Kingdom,AMURR,2018-06-30 00:00:00,485.0
794,5018,Tour Ops,United Kingdom,AMURR,2018-07-07 00:00:00,485.0
794,5019,Tour Ops,United Kingdom,AMURR,2018-07-14 00:00:00,485.0
794,5020,Tour Ops,United Kingdom,AMURR,2018-07-21 00:00:00,485.0
794,5021,Tour Ops,United Kingdom,AMURR,2018-07-28 00:00:00,485.0
794,5022,Tour Ops,United Kingdom,AMURR,2018-08-04 00:00:00,485.0
794,5023,Tour Ops,United Kingdom,AMURR,2018-08-11 00:00:00,485.0
794,5024,Tour Ops,United Kingdom,AMURR,2018-08-18 00:00:00,485.0
794,5025,Tour Ops,United Kingdom,AMURR,2018-08-25 00:00:00,485.0
794,5026,Tour Ops,United Kingdom,AMURR,2018-09-01 00:00:00,485.0
794,5027,Tour Ops,United Kingdom,AMURR,2018-09-08 00:00:00,465.5
794,5028,Tour Ops,United Kingdom,AMURR,2018-05-26 00:00:00,465.5
794,5029,Tour Ops,United Kingdom,AMURR,2018-06-02 00:00:00,485.0
794,5030,Tour Ops,United Kingdom,AMURR,2018-06-09 00:00:00,485.0
794,5031,Tour Ops,United Kingdom,AMURR,2018-06-16 00:00:00,485.0
794,5032,Tour Ops,United Kingdom,AMURR,2018-06-23 00:00:00,485.0
794,5033,Tour Ops,United Kingdom,AMURR,2018-06-30 00:00:00,485.0
794,5034,Tour Ops,United Kingdom,AMURR,2018-07-07 00:00:00,485.0
794,5035,Tour Ops,United Kingdom,AMURR,2018-07-14 00:00:00,485.0
794,5036,Tour Ops,United Kingdom,AMURR,2018-07-21 00:00:00,485.0
794,5037,Tour Ops,United Kingdom,AMURR,2018-07-28 00:00:00,485.0
794,5038,Tour Ops,United Kingdom,AMURR,2018-08-04 00:00:00,485.0
794,5039,Tour Ops,United Kingdom,AMURR,2018-08-11 00:00:00,485.0
794,5040,Tour Ops,United Kingdom,AMURR,2018-08-18 00:00:00,485.0
794,5041,Tour Ops,United Kingdom,AMURR,2018-08-25 00:00:00,485.0
794,5042,Tour Ops,United Kingdom,AMURR,2018-09-01 00:00:00,485.0
794,5043,Tour Ops,United Kingdom,AMURR,2018-09-08 00:00:00,465.5
794,5044,Tour Ops,United Kingdom,AMURR,2018-05-26 00:00:00,388.0
794,5045,Tour Ops,United Kingdom,AMURR,2018-06-02 00:00:00,402.5
794,5046,Tour Ops,United Kingdom,AMURR,2018-06-09 00:00:00,395.0
794,5047,Tour Ops,United Kingdom,AMURR,2018-06-16 00:00:00,395.0
794,5048,Tour Ops,United Kingdom,AMURR,2018-06-23 00:00:00,395.0
794,5049,Tour Ops,United Kingdom,AMURR,2018-06-30 00:00:00,395.0
794,5050,Tour Ops,United Kingdom,AMURR,2018-07-07 00:00:00,395.0
794,5051,Tour Ops,United Kingdom,AMURR,2018-07-14 00:00:00,402.5
794,5052,Tour Ops,United Kingdom,AMURR,2018-07-21 00:00:00,395.0
794,5053,Tour Ops,United Kingdom,AMURR,2018-07-28 00:00:00,395.0
794,5054,Tour Ops,United Kingdom,AMURR,2018-08-04 00:00:00,395.0
794,5055,Tour Ops,United Kingdom,AMURR,2018-08-11 00:00:00,395.0
794,5056,Tour Ops,United Kingdom,AMURR,2018-08-18 00:00:00,398.0
794,5057,Tour Ops,United Kingdom,AMURR,2018-08-25 00:00:00,396.5
794,5058,Tour Ops,United Kingdom,AMURR,2018-09-01 00:00:00,396.5
794,5059,Tour Ops,United Kingdom,AMURR,2018-09-08 00:00:00,402.5
794,5060,Tour Ops,United Kingdom,AMURR,2018-09-15 00:00:00,394.0
772,5061,Tour Ops,United Kingdom,AMURR,2018-05-27 00:00:00,410.0
772,5062,Tour Ops,United Kingdom,AMURR,2018-06-03 00:00:00,410.0
772,5063,Tour Ops,United Kingdom,AMURR,2018-06-10 00:00:00,410.0
772,5064,Tour Ops,United Kingdom,AMURR,2018-06-17 00:00:00,410.0
772,5065,Tour Ops,United Kingdom,AMURR,2018-06-24 00:00:00,410.0
772,5066,Tour Ops,United Kingdom,AMURR,2018-07-01 00:00:00,410.0
772,5067,Tour Ops,United Kingdom,AMURR,2018-07-08 00:00:00,410.0
772,5068,Tour Ops,United Kingdom,AMURR,2018-07-15 00:00:00,410.0
772,5069,Tour Ops,United Kingdom,AMURR,2018-07-22 00:00:00,416.0
772,5070,Tour Ops,United Kingdom,AMURR,2018-07-29 00:00:00,410.0
772,5071,Tour Ops,United Kingdom,AMURR,2018-08-05 00:00:00,413.0
772,5072,Tour Ops,United Kingdom,AMURR,2018-08-12 00:00:00,410.0
772,5073,Tour Ops,United Kingdom,AMURR,2018-08-19 00:00:00,411.5
772,5074,Tour Ops,United Kingdom,AMURR,2018-08-26 00:00:00,413.0
772,5075,Tour Ops,United Kingdom,AMURR,2018-09-02 00:00:00,410.0
772,5076,Tour Ops,United Kingdom,AMURR,2018-09-09 00:00:00,411.5
772,5077,Tour Ops,United Kingdom,AMURR,2018-09-16 00:00:00,411.5
772,5078,Tour Ops,United Kingdom,AMURR,2018-09-23 00:00:00,416.0
41,5079,Tour Ops,United Kingdom,AMURR,2018-05-02 00:00:00,498.0
41,5080,Tour Ops,United Kingdom,AMURR,2018-05-05 00:00:00,606.42
41,5081,Tour Ops,United Kingdom,AMURR,2018-05-12 00:00:00,527.0
41,5082,Tour Ops,United Kingdom,AMURR,2018-05-19 00:00:00,616.0
41,5083,Tour Ops,United Kingdom,AMURR,2018-10-03 00:00:00,468.0
41,5084,Tour Ops,United Kingdom,AMURR,2018-10-06 00:00:00,564.84
41,5085,Tour Ops,United Kingdom,AMURR,2018-10-13 00:00:00,527.0
41,5086,Tour Ops,United Kingdom,AMURR,2018-10-20 00:00:00,527.0
41,5087,Tour Ops,United Kingdom,AMURR,2018-10-27 00:00:00,565.72
41,5088,Tour Ops,United Kingdom,AMURR,2018-11-03 00:00:00,527.0
41,5089,Tour Ops,United Kingdom,AMURR,2018-11-10 00:00:00,527.0
622,5090,CJ,United Kingdom,CGRANT,2018-03-25 00:00:00,2130.021584
485,5091,CJ,France,SFEILL,2018-01-18 00:00:00,6810.298536
447,5092,Tour Ops,France,TELFAS,2017-10-30 00:00:00,3743.487602
447,5093,Tour Ops,France,TELFAS,2017-11-06 00:00:00,4953.432463
447,5094,Tour Ops,France,TELFAS,2017-11-13 00:00:00,3447.19081
87,5095,CJ,Germany,CJUDIC,2017-12-09 00:00:00,2539.509683
527,5096,CJ,Italy,AALTAM,2017-10-08 00:00:00,8010.025964
805,5097,Tour Ops,Italy,ABETTO,2017-09-30 00:00:00,52.881108
480,5098,CJ,United Kingdom,WTAYLO,2018-09-03 00:00:00,2475.116709
523,5099,Tour Ops,Italy,SKOSEK,2018-06-24 00:00:00,1803.774578
523,5100,Tour Ops,Italy,SKOSEK,2018-07-01 00:00:00,2534.030215
523,5101,Tour Ops,Italy,SKOSEK,2018-07-08 00:00:00,2547.364721
523,5102,Tour Ops,Italy,SKOSEK,2018-07-15 00:00:00,2542.638791
523,5103,Tour Ops,Italy,SKOSEK,2018-07-22 00:00:00,2557.817991
523,5104,Tour Ops,Italy,SKOSEK,2018-07-29 00:00:00,2553.232607
523,5105,Tour Ops,Italy,SKOSEK,2018-08-05 00:00:00,2612.918108
523,5106,Tour Ops,Italy,SKOSEK,2018-08-12 00:00:00,2594.667731
523,5107,Tour Ops,Italy,SKOSEK,2018-08-19 00:00:00,2959.355867
33,5108,CJ,Italy,EMEAZZ,2017-10-02 00:00:00,3563.136694
823,5109,CJ,United Kingdom,MHOLT,2017-11-15 00:00:00,0.0
227,5110,CJ,United Kingdom,YABDEL,2017-10-04 00:00:00,8186.061413
638,5111,CJ,Italy,SKOSEK,2017-12-13 00:00:00,3924.320487
180,5112,CJ,United Kingdom,JCAVAL,2017-11-22 00:00:00,1000.0
30,5113,CJ,USA,JSILVA,2017-10-02 00:00:00,11526.292068
799,5114,CJ,USA,SMOORE,2017-11-02 00:00:00,217253.678313
412,5115,CJ,Italy,EMEAZZ,2017-10-14 00:00:00,895.175007
621,5116,CJ,France,SFEILL,2018-02-07 00:00:00,2672.231056
33,5117,CJ,Italy,EMEAZZ,2017-10-05 00:00:00,2178.632172
760,5118,CJ,Italy,CLEGRO,2017-11-22 00:00:00,4634.440257
637,5119,CJ,Italy,ALONGH,2017-10-16 00:00:00,2631.196851
833,5120,CJ,USA,SMOORE,2017-10-06 00:00:00,2028.245192
141,5121,CJ,Italy,DROSA,2018-04-24 00:00:00,1077.711055
519,5122,CJ,Italy,EMEAZZ,2017-10-14 00:00:00,1163.727509
823,5123,CJ,United Kingdom,MHOLT,2017-10-11 00:00:00,52275.28
540,5124,Tour Ops,France,TELFAS,2017-10-08 00:00:00,268.552502
766,5125,CJ,France,KRIGHI,2017-10-14 00:00:00,2318.001971
447,5126,Tour Ops,France,TELFAS,2018-06-10 00:00:00,7009.877891
33,5127,CJ,Italy,CLEGRO,2017-10-09 00:00:00,8862.232566
525,5128,CJ,France,ALAUNA,2018-03-29 00:00:00,3634.355394
396,5129,CJ,Austria,MTRULL,2017-10-17 00:00:00,5334.258348
456,5130,CJ,Germany,ASEYLE,2018-02-02 00:00:00,7137.431551
345,5131,CJ,France,DHOPFG,2017-10-18 00:00:00,1543.586072
663,5132,CJ,Italy,CLEGRO,2017-11-02 00:00:00,1246.549728
527,5133,CJ,Italy,AALTAM,2017-09-05 00:00:00,660.521517
524,5134,CJ,France,SFEILL,2017-11-05 00:00:00,2656.041315
145,5135,CJ,Germany,SDROBJ,2018-02-27 00:00:00,6784.647306
130,5136,CJ,Austria,SFRAGN,2018-09-06 00:00:00,1070.243115
701,5137,CJ,Italy,DROSA,2017-12-06 00:00:00,1097.40629
33,5138,CJ,Italy,CLEGRO,2017-10-12 00:00:00,8146.092562
690,5139,CJ,France,ALAUNA,2018-01-17 00:00:00,1968.388978
637,5140,CJ,Italy,ALONGH,2017-10-24 00:00:00,2998.066425
802,5141,CJ,Italy,SKOSEK,2017-12-07 00:00:00,2533.274115
396,5142,CJ,Austria,BEGGER,2017-11-14 00:00:00,2694.328198
434,5143,CJ,Italy,SKOSEK,2017-10-19 00:00:00,883.000627
70,5144,CJ,France,CBOUGE,2018-06-01 00:00:00,9919.98771
390,5145,CJ,Germany,CJUDIC,2017-10-28 00:00:00,4565.034465
603,5146,CJ,Germany,IMUTLU,2018-02-26 00:00:00,13951.068717
331,5147,CJ,Germany,MHERTH,2017-11-02 00:00:00,16916.703769
352,5148,CJ,United Kingdom,YABDEL,2017-10-09 00:00:00,3287.123391
381,5149,CJ,Italy,DROSA,2017-10-18 00:00:00,1344.55286
458,5150,CJ,United Kingdom,YABDEL,2017-12-05 00:00:00,10399.38306
33,5151,CJ,Italy,SKOSEK,2017-10-14 00:00:00,3e-06
180,5152,CJ,United Kingdom,JCAVAL,2017-10-27 00:00:00,1000.0
33,5153,CJ,Italy,EMEAZZ,2017-10-16 00:00:00,1341.849433
540,5154,Tour Ops,France,TELFAS,2018-02-02 00:00:00,1257.02173
540,5155,Tour Ops,France,TELFAS,2018-02-09 00:00:00,2953.577108
540,5156,Tour Ops,France,TELFAS,2018-02-16 00:00:00,2302.702704
540,5157,Tour Ops,France,TELFAS,2018-02-23 00:00:00,2636.689632
540,5158,Tour Ops,France,TELFAS,2018-03-02 00:00:00,2620.120174
540,5159,Tour Ops,France,TELFAS,2018-03-09 00:00:00,2624.202527
540,5160,Tour Ops,France,TELFAS,2018-03-16 00:00:00,2582.990192
540,5161,Tour Ops,France,TELFAS,2018-03-23 00:00:00,1722.364586
540,5162,Tour Ops,France,TELFAS,2018-03-30 00:00:00,2479.464523
540,5163,Tour Ops,France,TELFAS,2018-04-06 00:00:00,2423.913813
540,5164,Tour Ops,France,TELFAS,2018-04-13 00:00:00,2349.708584
540,5165,Tour Ops,France,TELFAS,2018-04-20 00:00:00,2496.58248
540,5166,Tour Ops,France,TELFAS,2018-04-27 00:00:00,2599.655599
540,5167,Tour Ops,France,TELFAS,2018-05-04 00:00:00,2105.7694
540,5168,Tour Ops,France,TELFAS,2018-02-03 00:00:00,2136.50415
540,5169,Tour Ops,France,TELFAS,2018-02-10 00:00:00,1686.936937
540,5170,Tour Ops,France,TELFAS,2018-02-17 00:00:00,847.950891
540,5171,Tour Ops,France,TELFAS,2018-02-24 00:00:00,1951.254194
540,5172,Tour Ops,France,TELFAS,2018-03-03 00:00:00,1843.465584
540,5173,Tour Ops,France,TELFAS,2018-03-10 00:00:00,1760.917205
540,5174,Tour Ops,France,TELFAS,2018-03-17 00:00:00,1597.861626
540,5175,Tour Ops,France,TELFAS,2018-03-24 00:00:00,1544.914732
540,5176,Tour Ops,France,TELFAS,2018-03-31 00:00:00,1515.383938
540,5177,Tour Ops,France,TELFAS,2018-04-07 00:00:00,1570.310845
540,5178,Tour Ops,France,TELFAS,2018-04-14 00:00:00,1693.694809
540,5179,Tour Ops,France,TELFAS,2018-04-21 00:00:00,1780.15719
540,5180,Tour Ops,France,TELFAS,2018-04-28 00:00:00,1664.941718
540,5181,Tour Ops,France,TELFAS,2018-05-05 00:00:00,1556.978267
662,5182,Tour Ops,France,TELFAS,2017-12-23 00:00:00,1851.474508
662,5183,Tour Ops,France,TELFAS,2017-12-30 00:00:00,1994.883639
662,5184,Tour Ops,France,TELFAS,2018-01-06 00:00:00,6966.225048
101,5185,Tour Ops,France,TELFAS,2018-02-18 00:00:00,1541.13231
101,5186,Tour Ops,France,TELFAS,2018-02-25 00:00:00,2077.768947
101,5187,Tour Ops,France,TELFAS,2018-03-04 00:00:00,-440.266855
101,5188,Tour Ops,France,TELFAS,2018-04-08 00:00:00,1259.554927
101,5189,Tour Ops,France,TELFAS,2018-04-15 00:00:00,2143.897916
101,5190,Tour Ops,France,TELFAS,2018-04-22 00:00:00,2127.172377
101,5191,Tour Ops,France,TELFAS,2018-04-29 00:00:00,2152.163546
101,5192,Tour Ops,France,TELFAS,2018-02-18 00:00:00,961.305422
101,5193,Tour Ops,France,TELFAS,2018-02-25 00:00:00,1269.254548
101,5194,Tour Ops,France,TELFAS,2018-03-04 00:00:00,1242.378724
101,5195,Tour Ops,France,TELFAS,2018-04-08 00:00:00,1172.792301
101,5196,Tour Ops,France,TELFAS,2018-04-15 00:00:00,1309.590251
101,5197,Tour Ops,France,TELFAS,2018-04-22 00:00:00,1189.28824
101,5198,Tour Ops,France,TELFAS,2018-04-29 00:00:00,-847.465557
396,5199,CJ,Austria,MTRULL,2017-11-30 00:00:00,8433.941768
417,5200,CJ,United Kingdom,DTUGWE,2017-11-28 00:00:00,2210.242291
180,5201,CJ,United Kingdom,JCAVAL,2017-11-24 00:00:00,500.0
180,5202,CJ,United Kingdom,JCAVAL,2018-04-13 00:00:00,950.0
27,5203,CJ,Italy,CLEGRO,2017-09-28 00:00:00,9108.315099
519,5204,CJ,Italy,EMEAZZ,2017-10-28 00:00:00,1433.04091
229,5205,CJ,Italy,DROSA,2017-10-29 00:00:00,3786.75141
723,5206,CJ,USA,DMETZL,2017-10-19 00:00:00,11987.207032
634,5207,CJ,Austria,SFRAGN,2018-09-13 00:00:00,4064.492689
448,5208,CJ,Italy,DROSA,2017-11-03 00:00:00,1497.195264
33,5209,CJ,Italy,CLEGRO,2017-10-19 00:00:00,4551.964909
760,5210,CJ,Italy,AALTAM,2018-05-10 00:00:00,3761.822466
583,5211,Tour Ops,France,TELFAS,2017-10-18 00:00:00,3535.941275
803,5212,CJ,United Kingdom,DTUGWE,2017-10-01 00:00:00,1790.670606
180,5213,CJ,United Kingdom,JCAVAL,2017-12-22 00:00:00,1500.0
9,5214,CJ,United Kingdom,NCOOPE,2017-11-12 00:00:00,0.0
383,5215,CJ,Austria,BEGGER,2018-05-18 00:00:00,-7299.03116
33,5216,CJ,Italy,CLEGRO,2017-10-23 00:00:00,7005.863397
828,5217,CJ,United Kingdom,DTUGWE,2017-11-10 00:00:00,1200.0
545,5218,CJ,Austria,BEGGER,2018-05-31 00:00:00,2422.824473
637,5219,CJ,Italy,ALONGH,2017-11-04 00:00:00,2824.289914
158,5220,CJ,Italy,DROSA,2018-04-11 00:00:00,3026.639585
823,5221,CJ,United Kingdom,YABDEL,2017-10-24 00:00:00,65337.06
823,5222,CJ,United Kingdom,YABDEL,2017-11-01 00:00:00,52603.95
823,5223,CJ,United Kingdom,YABDEL,2017-11-23 00:00:00,54542.09
823,5224,CJ,United Kingdom,YABDEL,2017-11-29 00:00:00,63176.78
823,5225,CJ,United Kingdom,YABDEL,2017-12-05 00:00:00,65337.06
823,5226,CJ,United Kingdom,YABDEL,2017-12-13 00:00:00,52604.03
203,5227,CJ,United Kingdom,DTUGWE,2017-11-12 00:00:00,808.118395
823,5228,CJ,United Kingdom,CSC,2018-01-04 00:00:00,53530.84
823,5229,CJ,United Kingdom,CSC,2018-01-09 00:00:00,65335.66
823,5230,CJ,United Kingdom,CSC,2018-01-24 00:00:00,52758.1
823,5231,CJ,United Kingdom,CSC,2018-01-31 00:00:00,60495.12
823,5232,CJ,United Kingdom,CSC,2018-02-14 00:00:00,65835.66
823,5233,CJ,United Kingdom,MHOLT,2018-02-21 00:00:00,52601.62
823,5234,CJ,United Kingdom,MHOLT,2018-02-27 00:00:00,62062.01
823,5235,CJ,United Kingdom,MHOLT,2018-03-08 00:00:00,52602.63
823,5236,CJ,United Kingdom,MHOLT,2018-03-20 00:00:00,65208.98
823,5237,CJ,United Kingdom,MHOLT,2018-03-28 00:00:00,60654.12
782,5238,CJ,France,CBOUGE,2018-06-19 00:00:00,4871.260535
223,5239,CJ,France,CBOUGE,2018-02-22 00:00:00,913.372197
33,5240,CJ,Italy,CLEGRO,2017-10-26 00:00:00,895.175007
223,5241,CJ,France,CBOUGE,2018-03-01 00:00:00,882.451179
223,5242,CJ,France,CBOUGE,2018-04-19 00:00:00,1874.275876
223,5243,CJ,France,CBOUGE,2018-06-14 00:00:00,3072.094451
223,5244,CJ,France,CBOUGE,2018-08-09 00:00:00,2573.409634
223,5245,CJ,France,CBOUGE,2018-10-18 00:00:00,2907.343876
479,5246,CJ,Italy,SKOSEK,2018-02-09 00:00:00,939.180355
801,5247,CJ,Italy,SKOSEK,2018-02-09 00:00:00,637.32556
479,5248,CJ,Italy,SKOSEK,2018-05-14 00:00:00,1414.858234
742,5249,CJ,Italy,SKOSEK,2018-05-14 00:00:00,1271.190607
832,5250,CJ,United Kingdom,MHOLT,2017-10-30 00:00:00,1789.65
656,5251,CJ,France,SFEILL,2018-08-22 00:00:00,9577.246406
521,5252,CJ,Austria,SFRAGN,2018-06-30 00:00:00,9136.736309
